|time|Rank|Product Names|Stars|Reviews|Authors/Company|Edition/Console|Price_std_or_min|Max_prices
27|2020-07-31 00:38|28.0|Cerveza Premium Importada, Michelob Ultra, 24 latas de 355 ml c/u|4.7|512.0|||420.0|
28|2020-07-31 00:38|29.0|Morama Harina de Almendra, 350 g (el empaque puede variar)|4.8|221.0|||189.0|
29|2020-07-31 00:38|30.0|Café Solo Dios Café en Grano, Sabor Artesanal, 1 Kg|4.5|517.0|||175.0|180.0
30|2020-07-31 00:38|31.0|Victoria 1.8 24 latas de 473ml c/u|4.1|385.0|||336.0|
31|2020-07-31 00:38|32.0|Nutrileche Producto Lácteo, 1 litro. Paquete de 12|4.5|316.0|||172.88|
32|2020-07-31 00:38|33.0|Cerveza Ámbar Victoria 24 botellas de 355 ml c/u|4.7|211.0|||384.0|
33|2020-07-31 00:38|34.0|Alpura, 2000 Leche Clásica Natural, Paquete de 6, 1.5 litros|5.0|3.0|||179.4|240.4
34|2020-07-31 00:38|35.0|Vino Tinto Casa Madero 3V Cabernet Sauvignon Merlot Tempranillo - 750 ml|4.6|39.0|||389.0|
35|2020-07-31 00:38|36.0|Horley Té Chai, 15 g|4.5|190.0|||39.0|89.9
36|2020-07-31 00:38|37.0|Cerveza Victoria, 24 Latas De 473ml C/u|4.7|306.0||||
37|2020-07-31 00:38|38.0|Verde Valle, Arroz Impegable, 750 gramos|4.7|213.0|||28.35|79.8
38|2020-07-31 00:38|39.0|Bragg, Vinagre Organico de Manzana, 946 ml|4.7|1314.0|||178.97|
39|2020-07-31 00:38|40.0|Berry Nuts 30 bolsitas de snacks TO GO, un poco de cada uno de nuestros 7 sabores.|4.8|167.0|||226.93|
40|2020-07-31 00:38|41.0|Cerveza Premium Michelob Ultra, 24 botellas de 355 ml c/u|4.4|339.0||||
41|2020-07-31 00:38|42.0|Sanissimo, Salmas con Chía, Linaza y Arroz. 100 paquetes de 12 gramos cada uno|4.5|241.0|||144.76|154.29
42|2020-07-31 00:38|43.0|Bonafont Juizzy, Agua Fresca Con Jugo Natural De Guanabana, 1 litro, 6 Pack|4.7|126.0|||56.1|192.0
43|2020-07-31 00:38|44.0|Coca-Cola Light, 24 Pack - 235 ml/lata|4.7|135.0|||156.0|211.2
44|2020-07-31 00:38|45.0|Clavel Leche Evaporada Lata De 360 Gr, Dulce, 360 g|4.6|159.0|||16.3|
45|2020-07-31 00:38|46.0|Esquites Listos Para Disfrutar (Tradicional (Epazote con Chile de arbol), 4 Bolsas por Caja)|4.5|5.0|||100.0|
46|2020-07-31 00:38|47.0|Cerveza Clara Corona Light 24 botellas de 355ml c/u|4.5|15.0|||384.0|
47|2020-07-31 00:38|48.0|Bonafont Agua Natural Bonafont, 1.2 litros, 12 pack|4.7|210.0|||84.0|180.0
48|2020-07-31 00:38|49.0|Nespresso, Café Alto Intenso, Paquete de 30 cápsulas de Sistema Vertuo. Tamaño de taza Alto 414 ml|4.2|71.0|||420.0|540.0
49|2020-07-31 00:38|50.0|Satoru Vinagre De Arroz Para Preparar Sushi, Agridulce, astringente, 275 mililitros|4.7|141.0|||32.0|
50|2020-07-31 10:52|1.0|Leche Deslactosada, Leche Santa Clara, 12 pack - 1l/caja|4.5|1512.0|||93.0|252.0
51|2020-07-31 10:52|2.0|Nespresso, Café Ispirazione Firenze Arpeggio, Paquete de 50 cápsulas de Sistema Original|4.9|581.0|||675.0|899.0
52|2020-07-31 10:52|3.0|Coca-Cola Sin Azúcar, 24 Pack - 235 ml/lata|4.7|343.0|||142.0|162.64
53|2020-07-31 10:52|4.0|Coca-Cola Original, 24 Pack - 235 ml/lata|4.6|592.0|||148.0|193.34
54|2020-07-31 10:52|5.0|Bonafont, Agua Natural, 1litro, 12 Pack|4.8|352.0|||51.8|
55|2020-07-31 10:52|6.0|Capullo Aceite de Canola, 840 ml|4.7|326.0|||26.5|
56|2020-07-31 10:52|7.0|Betty Crocker Cake Mix Devil´s Food, Chocolate, 432 g|4.8|624.0|||34.25|42.4
57|2020-07-31 10:52|8.0|Heinz, Ketchup, 567 Gramos|4.9|82.0|||18.0|
58|2020-07-31 10:52|9.0|Verde Valle Arroz Super Extra de 1 Kilogramo|4.9|154.0|||31.14|
59|2020-07-31 10:52|10.0|Monk: Endulzante Natural Fruta del Monje 400 g.|4.8|479.0|||338.0|
60|2020-07-31 10:52|11.0|Therbal, Infusion Abango con Propoleo 25 sobres , 25 gramos.|4.7|245.0|||21.0|199.0
61|2020-07-31 10:52|12.0|Café de La Parroquia de Veracruz Bolsa de Café Molido Orgánico, 1 kg|4.6|912.0|||72.0|284.0
62|2020-07-31 10:52|13.0|Chilito Sirilo Stevia 300ml (Paq 3 pzas)|4.9|372.0|||262.0|
63|2020-07-31 10:52|14.0|1-2-3 Aceite Vegetal,1 Lt|4.9|282.0|||25.0|
64|2020-07-31 10:52|15.0|PEÑAFIEL, Agua Mineral 1 l, Botella Pet, 12 piezas|4.8|251.0|||91.04|263.89
65|2020-07-31 10:52|16.0|Vodka New Amsterdan Citron 750 ml|4.5|54.0||||
66|2020-07-31 10:52|17.0|Nescafé Clasico, Café Soluble, 225 g|4.7|304.0|||88.0|
67|2020-07-31 10:52|18.0|Knorr, Caldo de Camarón granulado, 200 gramos|4.8|261.0|||11.5|111.0
68|2020-07-31 10:52|19.0|Verde Valle Alubia Chica, 500 gramos|4.8|127.0|||17.0|61.07
69|2020-07-31 10:52|20.0|Rosamonte Yerba Mate, 500 g|4.7|311.0|||106.43|169.0
70|2020-07-31 10:52|21.0|Zucarmex Zulka Azúcar Empacada, 1 kg|4.9|293.0|||32.9|
71|2020-07-31 10:52|22.0|Bragg Vinagre Orgánico de Manzana, 473 ml|4.7|363.0|||96.0|
72|2020-07-31 10:52|23.0|Lala Leche UHT 100 sin Lactosa Entera, 1 L, 12 Piezas|4.5|330.0|||270.0|290.04
73|2020-07-31 10:52|24.0|Morama Harina de Coco, 340 g|4.7|254.0|||85.0|
74|2020-07-31 10:52|25.0|Nutrileche Producto Lácteo, 1 litro. Paquete de 12|4.5|318.0|||172.88|
75|2020-07-31 10:52|26.0|Saladitas Galletas, Sabor Salado, 42 paquetes de 12 gramos. 504 gramos|4.7|199.0|||33.0|197.03
76|2020-07-31 10:52|27.0|Coca-Cola Light, 24 Pack - 235 ml/lata|4.7|137.0|||156.0|211.2
77|2020-07-31 10:52|28.0|Bola de Oro Café Molido, Descafeinado, 1 kilo|4.7|394.0|||65.0|300.0
78|2020-07-31 10:52|29.0|Cerveza Premium Importada, Michelob Ultra, 24 latas de 355 ml c/u|4.7|515.0|||420.0|
79|2020-07-31 10:52|30.0|Sanissimo, Salmas con Chía, Linaza y Arroz. 100 paquetes de 12 gramos cada uno|4.4|246.0|||144.38|154.29
80|2020-07-31 10:52|31.0|Vino Tinto Casa Madero 3V Cabernet Sauvignon Merlot Tempranillo - 750 ml|4.6|39.0|||389.0|
81|2020-07-31 10:52|32.0|Berry Nuts 30 bolsitas de snacks TO GO, un poco de cada uno de nuestros 7 sabores.|4.8|169.0|||226.93|
82|2020-07-31 10:52|33.0|Verde Valle, Ajonjolí, 100 gramos|4.7|128.0|||18.0|52.0
83|2020-07-31 10:52|34.0|Quaker, Avena Quaker Old Fashion 475gr, 475 gramos|4.7|179.0|||34.4|229.5
84|2020-07-31 10:52|35.0|Horley Té Chai, 15 g|4.5|192.0|||39.0|119.9
85|2020-07-31 10:52|36.0|Esquites Listos Para Disfrutar (Tradicional (Epazote con Chile de arbol), 4 Bolsas por Caja)|4.5|5.0|||100.0|
86|2020-07-31 10:52|37.0|Schweppes, Ginger Ale 1 L, Botella Pet, 12 Piezas|4.9|45.0|||130.2|172.2
87|2020-07-31 10:52|38.0|Morama Harina de Almendra, 350 g (el empaque puede variar)|4.8|222.0|||189.0|
88|2020-07-31 10:52|39.0|Alpura, 2000 Leche Clásica Natural, Paquete de 6, 1.5 litros|5.0|3.0|||174.0|240.4
89|2020-07-31 10:52|40.0|La Lechera, Leche condensada, 387 gramos|4.6|125.0|||21.5|
90|2020-07-31 10:52|41.0|Heinz Mayonesa Chipotle, 390 g|4.5|62.0|||18.0|
91|2020-07-31 10:52|42.0|Café Solo Dios Café en Grano, Sabor Artesanal, 1 Kg|4.5|518.0|||175.0|180.0
92|2020-07-31 10:52|43.0|Ginebra Diega 950 ml|4.8|460.0|||255.0|
93|2020-07-31 10:52|44.0|Bonafont Juizzy, Agua Fresca Con Jugo Natural De Guanabana, 1 litro, 6 Pack|4.7|126.0|||56.1|192.0
94|2020-07-31 10:52|45.0|Bragg, Vinagre Organico de Manzana, 946 ml|4.7|1315.0|||178.97|
95|2020-07-31 10:52|46.0|Verde Valle, Arroz Impegable, 750 gramos|4.7|219.0|||28.35|79.8
96|2020-07-31 10:52|47.0|Bonafont Agua Natural Bonafont, 1.2 litros, 12 pack|4.7|213.0|||62.79|180.0
97|2020-07-31 10:52|48.0|Clavel Leche Evaporada Lata De 360 Gr, Dulce, 360 g|4.6|162.0|||16.3|
98|2020-07-31 10:52|49.0|Cerveza Victoria, 24 Latas De 473ml C/u|4.7|308.0|||432.0|
99|2020-07-31 10:52|50.0|Cerveza Clara Corona Light 24 botellas de 355ml c/u|4.5|15.0|||384.0|
100|2020-07-31 11:00|1.0|Leche Deslactosada, Leche Santa Clara, 12 pack - 1l/caja|4.5|1512.0|||93.0|252.0
101|2020-07-31 11:00|2.0|Nespresso, Café Ispirazione Firenze Arpeggio, Paquete de 50 cápsulas de Sistema Original|4.9|581.0|||675.0|899.0
102|2020-07-31 11:00|3.0|Coca-Cola Sin Azúcar, 24 Pack - 235 ml/lata|4.7|343.0|||142.0|162.64
103|2020-07-31 11:00|4.0|Coca-Cola Original, 24 Pack - 235 ml/lata|4.6|592.0|||148.0|193.34
104|2020-07-31 11:00|5.0|Bonafont, Agua Natural, 1litro, 12 Pack|4.8|352.0|||51.8|
105|2020-07-31 11:00|6.0|Capullo Aceite de Canola, 840 ml|4.7|326.0|||26.5|
106|2020-07-31 11:00|7.0|Betty Crocker Cake Mix Devil´s Food, Chocolate, 432 g|4.8|624.0|||34.25|42.4
107|2020-07-31 11:00|8.0|Heinz, Ketchup, 567 Gramos|4.9|82.0|||18.0|
108|2020-07-31 11:00|9.0|Verde Valle Arroz Super Extra de 1 Kilogramo|4.9|154.0|||31.14|
109|2020-07-31 11:00|10.0|Monk: Endulzante Natural Fruta del Monje 400 g.|4.8|479.0|||338.0|
110|2020-07-31 11:00|11.0|Therbal, Infusion Abango con Propoleo 25 sobres , 25 gramos.|4.7|245.0|||21.0|199.0
111|2020-07-31 11:00|12.0|Café de La Parroquia de Veracruz Bolsa de Café Molido Orgánico, 1 kg|4.6|915.0|||72.0|284.0
112|2020-07-31 11:00|13.0|Chilito Sirilo Stevia 300ml (Paq 3 pzas)|4.9|372.0|||262.0|
113|2020-07-31 11:00|14.0|1-2-3 Aceite Vegetal,1 Lt|4.9|282.0|||25.0|
114|2020-07-31 11:00|15.0|PEÑAFIEL, Agua Mineral 1 l, Botella Pet, 12 piezas|4.8|251.0|||91.04|263.89
115|2020-07-31 11:00|16.0|Vodka New Amsterdan Citron 750 ml|4.5|54.0||||
116|2020-07-31 11:00|17.0|Nescafé Clasico, Café Soluble, 225 g|4.7|304.0|||88.0|
117|2020-07-31 11:00|18.0|Knorr, Caldo de Camarón granulado, 200 gramos|4.8|261.0|||11.5|111.0
118|2020-07-31 11:00|19.0|Verde Valle Alubia Chica, 500 gramos|4.8|127.0|||17.0|61.07
119|2020-07-31 11:00|20.0|Rosamonte Yerba Mate, 500 g|4.7|311.0|||106.43|169.0
120|2020-07-31 11:00|21.0|Zucarmex Zulka Azúcar Empacada, 1 kg|4.9|293.0|||32.9|
121|2020-07-31 11:00|22.0|Bragg Vinagre Orgánico de Manzana, 473 ml|4.7|363.0|||96.0|
122|2020-07-31 11:00|23.0|Lala Leche UHT 100 sin Lactosa Entera, 1 L, 12 Piezas|4.5|330.0|||270.0|290.04
123|2020-07-31 11:00|24.0|Morama Harina de Coco, 340 g|4.7|254.0|||85.0|
124|2020-07-31 11:00|25.0|Nutrileche Producto Lácteo, 1 litro. Paquete de 12|4.5|318.0|||172.88|
125|2020-07-31 11:00|26.0|Saladitas Galletas, Sabor Salado, 42 paquetes de 12 gramos. 504 gramos|4.7|199.0|||33.0|197.03
126|2020-07-31 11:00|27.0|Coca-Cola Light, 24 Pack - 235 ml/lata|4.7|137.0|||156.0|211.2
127|2020-07-31 11:00|28.0|Bola de Oro Café Molido, Descafeinado, 1 kilo|4.7|394.0|||65.0|300.0
128|2020-07-31 11:00|29.0|Cerveza Premium Importada, Michelob Ultra, 24 latas de 355 ml c/u|4.7|515.0|||420.0|
129|2020-07-31 11:00|30.0|Sanissimo, Salmas con Chía, Linaza y Arroz. 100 paquetes de 12 gramos cada uno|4.4|246.0|||144.38|154.29
130|2020-07-31 11:00|31.0|Vino Tinto Casa Madero 3V Cabernet Sauvignon Merlot Tempranillo - 750 ml|4.6|39.0|||389.0|
131|2020-07-31 11:00|32.0|Berry Nuts 30 bolsitas de snacks TO GO, un poco de cada uno de nuestros 7 sabores.|4.8|169.0|||226.93|
132|2020-07-31 11:00|33.0|Verde Valle, Ajonjolí, 100 gramos|4.7|128.0|||18.0|52.0
133|2020-07-31 11:00|34.0|Quaker, Avena Quaker Old Fashion 475gr, 475 gramos|4.7|179.0|||34.4|229.5
134|2020-07-31 11:00|35.0|Horley Té Chai, 15 g|4.5|192.0|||39.0|119.9
135|2020-07-31 11:00|36.0|Esquites Listos Para Disfrutar (Tradicional (Epazote con Chile de arbol), 4 Bolsas por Caja)|4.5|5.0|||100.0|
136|2020-07-31 11:00|37.0|Schweppes, Ginger Ale 1 L, Botella Pet, 12 Piezas|4.9|45.0|||130.2|172.2
137|2020-07-31 11:00|38.0|Morama Harina de Almendra, 350 g (el empaque puede variar)|4.8|222.0|||189.0|
138|2020-07-31 11:00|39.0|Alpura, 2000 Leche Clásica Natural, Paquete de 6, 1.5 litros|5.0|3.0|||174.0|240.4
139|2020-07-31 11:00|40.0|La Lechera, Leche condensada, 387 gramos|4.6|125.0|||21.5|
140|2020-07-31 11:00|41.0|Heinz Mayonesa Chipotle, 390 g|4.5|62.0|||18.0|
141|2020-07-31 11:00|42.0|Café Solo Dios Café en Grano, Sabor Artesanal, 1 Kg|4.5|518.0|||175.0|180.0
142|2020-07-31 11:00|43.0|Ginebra Diega 950 ml|4.8|460.0|||255.0|
143|2020-07-31 11:00|44.0|Bonafont Juizzy, Agua Fresca Con Jugo Natural De Guanabana, 1 litro, 6 Pack|4.7|126.0|||56.1|192.0
144|2020-07-31 11:00|45.0|Bragg, Vinagre Organico de Manzana, 946 ml|4.7|1315.0|||178.97|
145|2020-07-31 11:00|46.0|Verde Valle, Arroz Impegable, 750 gramos|4.7|219.0|||28.35|79.8
146|2020-07-31 11:00|47.0|Bonafont Agua Natural Bonafont, 1.2 litros, 12 pack|4.7|213.0|||62.79|180.0
147|2020-07-31 11:00|48.0|Clavel Leche Evaporada Lata De 360 Gr, Dulce, 360 g|4.6|162.0|||16.3|
148|2020-07-31 11:00|49.0|Cerveza Victoria, 24 Latas De 473ml C/u|4.7|308.0||||
149|2020-07-31 11:00|50.0|Cerveza Clara Corona Light 24 botellas de 355ml c/u|4.5|15.0|||384.0|
150|2020-07-31 11:28|1.0|Leche Deslactosada, Leche Santa Clara, 12 pack - 1l/caja|4.5|1512.0|||93.0|252.0
151|2020-07-31 11:28|2.0|Nespresso, Café Ispirazione Firenze Arpeggio, Paquete de 50 cápsulas de Sistema Original|4.9|581.0|||675.0|899.0
152|2020-07-31 11:28|3.0|Coca-Cola Sin Azúcar, 24 Pack - 235 ml/lata|4.7|343.0|||142.0|162.64
153|2020-07-31 11:28|4.0|Coca-Cola Original, 24 Pack - 235 ml/lata|4.6|592.0|||148.0|193.34
154|2020-07-31 11:28|5.0|Bonafont, Agua Natural, 1litro, 12 Pack|4.8|352.0|||51.8|
155|2020-07-31 11:28|6.0|Capullo Aceite de Canola, 840 ml|4.7|326.0|||26.5|
156|2020-07-31 11:28|7.0|Betty Crocker Cake Mix Devil´s Food, Chocolate, 432 g|4.8|624.0|||34.25|42.4
157|2020-07-31 11:28|8.0|Heinz, Ketchup, 567 Gramos|4.9|82.0|||18.0|
158|2020-07-31 11:28|9.0|Verde Valle Arroz Super Extra de 1 Kilogramo|4.9|154.0|||31.14|
159|2020-07-31 11:28|10.0|Monk: Endulzante Natural Fruta del Monje 400 g.|4.8|479.0|||338.0|
160|2020-07-31 11:28|11.0|Therbal, Infusion Abango con Propoleo 25 sobres , 25 gramos.|4.7|245.0|||21.0|199.0
161|2020-07-31 11:28|12.0|Café de La Parroquia de Veracruz Bolsa de Café Molido Orgánico, 1 kg|4.6|915.0|||72.0|284.0
162|2020-07-31 11:28|13.0|Chilito Sirilo Stevia 300ml (Paq 3 pzas)|4.9|372.0|||262.0|
163|2020-07-31 11:28|14.0|1-2-3 Aceite Vegetal,1 Lt|4.9|282.0|||25.0|
164|2020-07-31 11:28|15.0|PEÑAFIEL, Agua Mineral 1 l, Botella Pet, 12 piezas|4.8|251.0|||91.04|263.89
165|2020-07-31 11:28|16.0|Vodka New Amsterdan Citron 750 ml|4.5|54.0||||
166|2020-07-31 11:28|17.0|Nescafé Clasico, Café Soluble, 225 g|4.7|304.0|||88.0|
167|2020-07-31 11:28|18.0|Knorr, Caldo de Camarón granulado, 200 gramos|4.8|261.0|||11.5|111.0
168|2020-07-31 11:28|19.0|Verde Valle Alubia Chica, 500 gramos|4.8|127.0|||17.0|61.07
169|2020-07-31 11:28|20.0|Rosamonte Yerba Mate, 500 g|4.7|311.0|||106.43|169.0
170|2020-07-31 11:28|21.0|Zucarmex Zulka Azúcar Empacada, 1 kg|4.9|293.0|||32.9|
171|2020-07-31 11:28|22.0|Bragg Vinagre Orgánico de Manzana, 473 ml|4.7|363.0|||96.0|
172|2020-07-31 11:28|23.0|Lala Leche UHT 100 sin Lactosa Entera, 1 L, 12 Piezas|4.5|330.0|||270.0|290.04
173|2020-07-31 11:28|24.0|Morama Harina de Coco, 340 g|4.7|254.0|||85.0|
174|2020-07-31 11:28|25.0|Nutrileche Producto Lácteo, 1 litro. Paquete de 12|4.5|318.0|||172.88|
175|2020-07-31 11:28|26.0|Saladitas Galletas, Sabor Salado, 42 paquetes de 12 gramos. 504 gramos|4.7|199.0|||33.0|197.03
176|2020-07-31 11:28|27.0|Coca-Cola Light, 24 Pack - 235 ml/lata|4.7|137.0|||156.0|211.2
177|2020-07-31 11:28|28.0|Bola de Oro Café Molido, Descafeinado, 1 kilo|4.7|395.0|||65.0|300.0
178|2020-07-31 11:28|29.0|Cerveza Premium Importada, Michelob Ultra, 24 latas de 355 ml c/u|4.7|515.0|||420.0|
179|2020-07-31 11:28|30.0|Sanissimo, Salmas con Chía, Linaza y Arroz. 100 paquetes de 12 gramos cada uno|4.4|246.0|||144.38|154.29
180|2020-07-31 11:28|31.0|Vino Tinto Casa Madero 3V Cabernet Sauvignon Merlot Tempranillo - 750 ml|4.6|39.0|||389.0|
181|2020-07-31 11:28|32.0|Berry Nuts 30 bolsitas de snacks TO GO, un poco de cada uno de nuestros 7 sabores.|4.8|169.0|||226.93|
182|2020-07-31 11:28|33.0|Verde Valle, Ajonjolí, 100 gramos|4.7|128.0|||18.0|52.0
183|2020-07-31 11:28|34.0|Quaker, Avena Quaker Old Fashion 475gr, 475 gramos|4.7|179.0|||34.4|229.5
184|2020-07-31 11:28|35.0|Horley Té Chai, 15 g|4.5|192.0|||39.0|119.9
185|2020-07-31 11:28|36.0|Esquites Listos Para Disfrutar (Tradicional (Epazote con Chile de arbol), 4 Bolsas por Caja)|4.5|5.0|||100.0|
186|2020-07-31 11:28|37.0|Schweppes, Ginger Ale 1 L, Botella Pet, 12 Piezas|4.9|45.0|||130.2|172.2
187|2020-07-31 11:28|38.0|Morama Harina de Almendra, 350 g (el empaque puede variar)|4.8|222.0|||189.0|
188|2020-07-31 11:28|39.0|Alpura, 2000 Leche Clásica Natural, Paquete de 6, 1.5 litros|5.0|3.0|||174.0|240.4
189|2020-07-31 11:28|40.0|La Lechera, Leche condensada, 387 gramos|4.6|125.0|||21.5|
190|2020-07-31 11:28|41.0|Heinz Mayonesa Chipotle, 390 g|4.5|62.0|||18.0|
191|2020-07-31 11:28|42.0|Café Solo Dios Café en Grano, Sabor Artesanal, 1 Kg|4.5|518.0|||175.0|180.0
192|2020-07-31 11:28|43.0|Ginebra Diega 950 ml|4.8|460.0|||255.0|
193|2020-07-31 11:28|44.0|Bonafont Juizzy, Agua Fresca Con Jugo Natural De Guanabana, 1 litro, 6 Pack|4.7|126.0|||56.1|192.0
194|2020-07-31 11:28|45.0|Bragg, Vinagre Organico de Manzana, 946 ml|4.7|1315.0|||178.97|
195|2020-07-31 11:28|46.0|Verde Valle, Arroz Impegable, 750 gramos|4.7|219.0|||28.35|79.8
196|2020-07-31 11:28|47.0|Bonafont Agua Natural Bonafont, 1.2 litros, 12 pack|4.7|214.0|||108.36|180.0
197|2020-07-31 11:28|48.0|Clavel Leche Evaporada Lata De 360 Gr, Dulce, 360 g|4.6|162.0|||16.3|
198|2020-07-31 11:28|49.0|Cerveza Victoria, 24 Latas De 473ml C/u|4.7|308.0||||
199|2020-07-31 11:28|50.0|Cerveza Clara Corona Light 24 botellas de 355ml c/u|4.5|15.0|||384.0|
200|2020-07-31 11:49|1.0|Leche Deslactosada, Leche Santa Clara, 12 pack - 1l/caja|4.5|1513.0|||93.0|252.0
201|2020-07-31 11:49|2.0|Nespresso, Café Ispirazione Firenze Arpeggio, Paquete de 50 cápsulas de Sistema Original|4.9|581.0|||675.0|899.0
202|2020-07-31 11:49|3.0|Coca-Cola Sin Azúcar, 24 Pack - 235 ml/lata|4.7|343.0|||142.0|162.64
203|2020-07-31 11:49|4.0|Coca-Cola Original, 24 Pack - 235 ml/lata|4.6|592.0|||148.0|193.34
204|2020-07-31 11:49|5.0|Bonafont, Agua Natural, 1litro, 12 Pack|4.8|352.0|||51.8|
205|2020-07-31 11:49|6.0|Capullo Aceite de Canola, 840 ml|4.7|326.0|||26.5|
206|2020-07-31 11:49|7.0|Betty Crocker Cake Mix Devil´s Food, Chocolate, 432 g|4.8|624.0|||34.25|42.4
207|2020-07-31 11:49|8.0|Heinz, Ketchup, 567 Gramos|4.9|82.0|||18.0|
208|2020-07-31 11:49|9.0|Verde Valle Arroz Super Extra de 1 Kilogramo|4.9|154.0|||31.14|
209|2020-07-31 11:49|10.0|Monk: Endulzante Natural Fruta del Monje 400 g.|4.8|479.0|||338.0|
210|2020-07-31 11:49|11.0|Therbal, Infusion Abango con Propoleo 25 sobres , 25 gramos.|4.7|245.0|||21.0|199.0
211|2020-07-31 11:49|12.0|Café de La Parroquia de Veracruz Bolsa de Café Molido Orgánico, 1 kg|4.6|915.0|||72.0|284.0
212|2020-07-31 11:49|13.0|Chilito Sirilo Stevia 300ml (Paq 3 pzas)|4.9|372.0|||262.0|
213|2020-07-31 11:49|14.0|1-2-3 Aceite Vegetal,1 Lt|4.9|282.0|||25.0|
214|2020-07-31 11:49|15.0|PEÑAFIEL, Agua Mineral 1 l, Botella Pet, 12 piezas|4.8|251.0|||91.04|263.89
215|2020-07-31 11:49|16.0|Vodka New Amsterdan Citron 750 ml|4.5|54.0||||
216|2020-07-31 11:49|17.0|Nescafé Clasico, Café Soluble, 225 g|4.7|304.0|||88.0|
217|2020-07-31 11:49|18.0|Knorr, Caldo de Camarón granulado, 200 gramos|4.8|261.0|||11.5|111.0
218|2020-07-31 11:49|19.0|Verde Valle Alubia Chica, 500 gramos|4.8|127.0|||17.0|61.07
219|2020-07-31 11:49|20.0|Rosamonte Yerba Mate, 500 g|4.7|311.0|||106.43|169.0
220|2020-07-31 11:49|21.0|Zucarmex Zulka Azúcar Empacada, 1 kg|4.9|293.0|||32.9|
221|2020-07-31 11:49|22.0|Bragg Vinagre Orgánico de Manzana, 473 ml|4.7|363.0|||96.0|
222|2020-07-31 11:49|23.0|Lala Leche UHT 100 sin Lactosa Entera, 1 L, 12 Piezas|4.5|330.0|||270.0|290.04
223|2020-07-31 11:49|24.0|Morama Harina de Coco, 340 g|4.7|254.0|||85.0|
224|2020-07-31 11:49|25.0|Nutrileche Producto Lácteo, 1 litro. Paquete de 12|4.5|318.0|||172.88|
